build_id,ship_name,upgrade_name
1355,Recusant-class Light Destroyer (85),Swivel-Mount Batteries (8)
1356,Thermal Shields (5),Auxiliary Shields Team (3)
1356,Thermal Shields (5),Point Defense Ion Cannons (6)
1356,Thermal Shields (5),Linked Turbolaser Towers (7)
1356,Thermal Shields (5),Beast of Burden (6)
1357,Munificent-class Star Frigate (73),Sa Nalaor (5)
1357,Munificent-class Star Frigate (73),Wat Tambor (9)
1357,Munificent-class Star Frigate (73),Thermal Shields (5)
1357,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
1357,Munificent-class Star Frigate (73),Linked Turbolaser Towers (7)
1358,Recusant-class Light Destroyer (85),Patriot Fist (6)
1358,Recusant-class Light Destroyer (85),Veteran Gunners (5)
1358,Recusant-class Light Destroyer (85),Reserve Hangar Deck (4)
1358,Recusant-class Light Destroyer (85),External Racks (4)
1358,Recusant-class Light Destroyer (85),Linked Turbolaser Towers (7)
1359,TI-99 (4),Reserve Hangar Deck (4)
1359,TI-99 (4),Linked Turbolaser Towers (7)
1359,TI-99 (4),Tikkes (2)
1360,Acclamator I-class Assault Ship (64),Nevoota Bee (5)
1360,Acclamator I-class Assault Ship (64),Clone Captain Silver (4)
1360,Acclamator I-class Assault Ship (64),Flight Controllers (6)
1360,Acclamator I-class Assault Ship (64),Boosted Comms (4)
1360,Acclamator I-class Assault Ship (64),Flag Bridge (0)
1360,Acclamator I-class Assault Ship (64),Mercy Mission (5)
1361,Consular-class Armed Cruiser (37),Radiant VII (1)
1361,Consular-class Armed Cruiser (37),Comms Net (2)
1362,Swift Return (3),Parts Resupply (3)
1363,Star Dreadnought Command Prototype (220),Captain Needa (2)
1363,Star Dreadnought Command Prototype (220),Emperor Palpatine (3)
1363,Star Dreadnought Command Prototype (220),Captain Brunson (9)
1363,Star Dreadnought Command Prototype (220),Boarding Troopers (3)
1363,Star Dreadnought Command Prototype (220),Leading Shots (5)
1363,Star Dreadnought Command Prototype (220),Quad Battery Turrets (5)
1363,Star Dreadnought Command Prototype (220),Take Evasive Action! (6)
1364,Onager-class Testbed (116),Rakehell (4)
1364,Onager-class Testbed (116),Hondo Ohnaka (2)
1364,Onager-class Testbed (116),Veteran Gunners (5)
1364,Onager-class Testbed (116),Projection Experts (6)
1364,Onager-class Testbed (116),Orbital Bombardment Particle Cannons (5)
1365,CR90 Corvette A (44),Cluster Bombs (5)
1365,CR90 Corvette A (44),Linked Turbolaser Towers (7)
1366,CR90 Corvette A (44),Jaina's Light (5)
1366,CR90 Corvette A (44),General Draven (3)
1366,CR90 Corvette A (44),Cluster Bombs (5)
1366,CR90 Corvette A (44),Linked Turbolaser Towers (7)
1367,Liberator (2),Cluster Bombs (5)
1367,Liberator (2),Turbolaser Reroute Circuits (7)
1367,Liberator (2),Entrapment Formation! (5)
1367,Liberator (2),Ezra Bridger (3)
1368,Cluster Bombs (5),Turbolaser Reroute Circuits (7)
1368,Cluster Bombs (5),GR-75 Medium Transports (18)
1368,Cluster Bombs (5),Toryn Farr (7)
1369,Munificent-class Star Frigate (73),Wat Tambor (9)
1369,Munificent-class Star Frigate (73),Projection Experts (6)
1369,Munificent-class Star Frigate (73),Thermal Shields (5)
1369,Munificent-class Star Frigate (73),Linked Turbolaser Towers (7)
1370,Recusant-class Support Destroyer (90),Patriot Fist (6)
1370,Recusant-class Support Destroyer (90),Rune Haako (4)
1370,Recusant-class Support Destroyer (90),Flight Controllers (6)
1370,Recusant-class Support Destroyer (90),Boosted Comms (4)
1370,Recusant-class Support Destroyer (90),Expanded Hangar Bay (5)
1370,Recusant-class Support Destroyer (90),Linked Turbolaser Towers (7)
1371,Providence-class Carrier (102),Rune Haako (4)
1371,Providence-class Carrier (102),Electronic Countermeasures (7)
1371,Providence-class Carrier (102),B2 Rocket Troopers (7)
1371,Providence-class Carrier (102),External Racks (4)
1371,Providence-class Carrier (102),Point Defense Ion Cannons (6)
1371,Providence-class Carrier (102),Jedi Hostage (3)
1372,Recusant-class Light Destroyer (85),Patriot Fist (6)
1372,Recusant-class Light Destroyer (85),Tikkes (2)
1372,Recusant-class Light Destroyer (85),B2 Rocket Troopers (7)
1372,Recusant-class Light Destroyer (85),Ordnance Experts (4)
1372,Recusant-class Light Destroyer (85),Swivel-Mount Batteries (8)
1372,Recusant-class Light Destroyer (85),Assault Proton Torpedoes (4)
1373,Nova Defiant (4),Shu Mai (4)
1373,Nova Defiant (4),Gunnery Team (7)
1373,Nova Defiant (4),B2 Rocket Troopers (7)
1373,Nova Defiant (4),Swivel-Mount Batteries (8)
1373,Nova Defiant (4),Assault Proton Torpedoes (4)
1374,Recusant-class Support Destroyer (90),Nova Defiant (4)
1374,Recusant-class Support Destroyer (90),T-series Tactical Droid (4)
1374,Recusant-class Support Destroyer (90),Flight Controllers (6)
1374,Recusant-class Support Destroyer (90),Boosted Comms (4)
1374,Recusant-class Support Destroyer (90),Expanded Hangar Bay (5)
1374,Recusant-class Support Destroyer (90),Linked Turbolaser Towers (7)
1375,Recusant-class Support Destroyer (90),Patriot Fist (6)
1375,Recusant-class Support Destroyer (90),T-series Tactical Droid (4)
1375,Recusant-class Support Destroyer (90),Flight Controllers (6)
1375,Recusant-class Support Destroyer (90),Boosted Comms (4)
1375,Recusant-class Support Destroyer (90),Reserve Hangar Deck (4)
1375,Recusant-class Support Destroyer (90),Linked Turbolaser Towers (7)
1376,Onager-class Testbed (116),Sensor Team (5)
1376,Onager-class Testbed (116),Ordnance Experts (4)
1376,Onager-class Testbed (116),Orbital Bombardment Particle Cannons (5)
1377,Quasar Fire I-class Cruiser-Carrier (54),Squall (7)
1377,Quasar Fire I-class Cruiser-Carrier (54),Taskmaster Grint (5)
1377,Quasar Fire I-class Cruiser-Carrier (54),Flight Controllers (6)
1377,Quasar Fire I-class Cruiser-Carrier (54),Expanded Hangar Bay (5)
1377,Quasar Fire I-class Cruiser-Carrier (54),Boosted Comms (4)
1378,Comms Net (2),Vector (2)
1379,Emperor Palpatine (3),Expanded Hangar Bay (5)
1380,Providence-class Carrier (102),Invisible Hand (8)
1380,Providence-class Carrier (102),Flight Commander (3)
1380,Providence-class Carrier (102),Thermal Shields (5)
1380,Providence-class Carrier (102),Reserve Hangar Deck (4)
1380,Providence-class Carrier (102),External Racks (4)
1380,Providence-class Carrier (102),Point Defense Ion Cannons (6)
1380,Providence-class Carrier (102),Intensify Firepower! (6)
1381,Munificent-class Comms Frigate (70),Wat Tambor (9)
1381,Munificent-class Comms Frigate (70),Projection Experts (6)
1381,Munificent-class Comms Frigate (70),Reserve Hangar Deck (4)
1381,Munificent-class Comms Frigate (70),Linked Turbolaser Towers (7)
1382,Tikkes (2),Comms Net (2)
1382,Tikkes (2),Hondo Ohnaka (2)
1383,Imperial II-class Star Destroyer (120),Director Krennic (8)
1383,Imperial II-class Star Destroyer (120),Gunnery Team (7)
1383,Imperial II-class Star Destroyer (120),Early Warning System (7)
1383,Imperial II-class Star Destroyer (120),Point Defense Ion Cannons (6)
1383,Imperial II-class Star Destroyer (120),Spinal Armament (9)
1384,Victory II-class Star Destroyer (80),Harrow (3)
1384,Victory II-class Star Destroyer (80),Commander Beck (3)
1384,Victory II-class Star Destroyer (80),Gunnery Team (7)
1384,Victory II-class Star Destroyer (80),Engine Techs (8)
1384,Victory II-class Star Destroyer (80),Disposable Capacitors (3)
1384,Victory II-class Star Destroyer (80),Heavy Ion Emplacements (9)
1384,Victory II-class Star Destroyer (80),Quad Battery Turrets (5)
1385,Hardcell-class Battle Refit (50),Reserve Hangar Deck (4)
1386,Recusant-class Light Destroyer (85),Patriot Fist (6)
1386,Recusant-class Light Destroyer (85),Ordnance Experts (4)
1386,Recusant-class Light Destroyer (85),Reserve Hangar Deck (4)
1386,Recusant-class Light Destroyer (85),Assault Proton Torpedoes (4)
1386,Recusant-class Light Destroyer (85),Swivel-Mount Batteries (8)
1387,Wat Tambor - Belbullab-22 Starfighter Squadron (18),Reserve Hangar Deck (4)
1387,Wat Tambor - Belbullab-22 Starfighter Squadron (18),Slicer Tools (7)
1388,Star Dreadnought Assault Prototype (250),Ravager (4)
1388,Star Dreadnought Assault Prototype (250),Captain Brunson (9)
1388,Star Dreadnought Assault Prototype (250),Captain Needa (2)
1388,Star Dreadnought Assault Prototype (250),Agent Kallus (3)
1388,Star Dreadnought Assault Prototype (250),Gunnery Team (7)
1388,Star Dreadnought Assault Prototype (250),Reserve Hangar Deck (4)
1388,Star Dreadnought Assault Prototype (250),Quad Laser Turrets (5)
1388,Star Dreadnought Assault Prototype (250),Leading Shots (5)
1388,Star Dreadnought Assault Prototype (250),Heavy Ion Emplacements (9)
1388,Star Dreadnought Assault Prototype (250),H9 Turbolasers (8)
1388,Star Dreadnought Assault Prototype (250),Linked Turbolaser Towers (7)
1389,Gozanti-class Cruisers (23),Admiral Titus (2)
1389,Gozanti-class Cruisers (23),Reserve Hangar Deck (4)
1389,Gozanti-class Cruisers (23),Comms Net (2)
1390,Providence-class Carrier {REB} (95),Walex Blissex (5)
1390,Providence-class Carrier {REB} (95),Hondo Ohnaka (2)
1390,Providence-class Carrier {REB} (95),Auxiliary Shields Team (3)
1390,Providence-class Carrier {REB} (95),Engine Techs (8)
1390,Providence-class Carrier {REB} (95),Flak Guns (3)
1391,Starhawk-class Battleship Mark I (140),Amity (6)
1391,Starhawk-class Battleship Mark I (140),Intel Officer (7)
1391,Starhawk-class Battleship Mark I (140),Point Defense Ion Cannons (6)
1391,Starhawk-class Battleship Mark I (140),Linked Turbolaser Towers (7)
1392,Raymus Antilles (7),Projection Experts (6)
1392,Raymus Antilles (7),Intensify Firepower! (6)
1392,Raymus Antilles (7),GR-75 Medium Transports (18)
1392,Raymus Antilles (7),Ahsoka Tano (2)
1393,Imperial II-class Star Destroyer (120),Seventh Fleet Star Destroyer (5)
1393,Imperial II-class Star Destroyer (120),Agent Kallus (3)
1393,Imperial II-class Star Destroyer (120),Ruthless Strategists (4)
1393,Imperial II-class Star Destroyer (120),Early Warning System (7)
1393,Imperial II-class Star Destroyer (120),Leading Shots (5)
1393,Imperial II-class Star Destroyer (120),Heavy Fire Zone (2)
1394,Gladiator I-class Star Destroyer (56),Seventh Fleet Star Destroyer (5)
1394,Gladiator I-class Star Destroyer (56),Hondo Ohnaka (2)
1394,Gladiator I-class Star Destroyer (56),Projection Experts (6)
1395,Quasar Fire I-class Cruiser-Carrier (54),Flight Controllers (6)
1395,Quasar Fire I-class Cruiser-Carrier (54),Expanded Hangar Bay (5)
1395,Quasar Fire I-class Cruiser-Carrier (54),Boosted Comms (4)
1396,Arquitens-class Light Cruiser (52),Centicore (3)
1396,Arquitens-class Light Cruiser (52),Linked Turbolaser Towers (7)
1397,Captain Needa (2),Turbolaser Reroute Circuits (7)
1397,Captain Needa (2),Reserve Hangar Deck (4)
1398,Comms Net (2),Reserve Hangar Deck (4)
1399,Recusant-class Support Destroyer (90),Patriot Fist (6)
1399,Recusant-class Support Destroyer (90),Wat Tambor (9)
1399,Recusant-class Support Destroyer (90),Ordnance Experts (4)
1399,Recusant-class Support Destroyer (90),B2 Rocket Troopers (7)
1399,Recusant-class Support Destroyer (90),Flag Bridge (0)
1399,Recusant-class Support Destroyer (90),XI7 Turbolasers (6)
1399,Recusant-class Support Destroyer (90),Jedi Hostage (3)
1400,Hardcell-class Battle Refit (50),B2 Rocket Troopers (7)
1400,Hardcell-class Battle Refit (50),Linked Turbolaser Towers (7)
1401,B2 Rocket Troopers (7),Linked Turbolaser Towers (7)
1401,B2 Rocket Troopers (7),Tikkes (2)
1402,Chart Officer (2),Medical Team (1)
1402,Chart Officer (2),Slicer Tools (7)
1402,Chart Officer (2),Ordnance Experts (4)
1403,Providence-class Carrier (102),Rune Haako (4)
1403,Providence-class Carrier (102),Thermal Shields (5)
1403,Providence-class Carrier (102),Reserve Hangar Deck (4)
1403,Providence-class Carrier (102),External Racks (4)
1403,Providence-class Carrier (102),Point Defense Ion Cannons (6)
1403,Providence-class Carrier (102),Linked Turbolaser Towers (7)
1403,Providence-class Carrier (102),Intensify Firepower! (6)
1404,Hardcell-class Battle Refit (50),Reserve Hangar Deck (4)
1404,Hardcell-class Battle Refit (50),Linked Turbolaser Towers (7)
1405,Reserve Hangar Deck (4),Linked Turbolaser Towers (7)
1405,Reserve Hangar Deck (4),Reserve Hangar Deck (4)
1406,Imperial II-class Star Destroyer (120),Admiral Ozzel (20)
1406,Imperial II-class Star Destroyer (120),Seventh Fleet Star Destroyer (5)
1406,Imperial II-class Star Destroyer (120),Captain Brunson (9)
1406,Imperial II-class Star Destroyer (120),Gunnery Team (7)
1406,Imperial II-class Star Destroyer (120),Reserve Hangar Deck (4)
1406,Imperial II-class Star Destroyer (120),Early Warning System (7)
1406,Imperial II-class Star Destroyer (120),Heavy Ion Emplacements (9)
1406,Imperial II-class Star Destroyer (120),Quad Battery Turrets (5)
1407,Gladiator I-class Star Destroyer (56),Seventh Fleet Star Destroyer (5)
1407,Gladiator I-class Star Destroyer (56),Hondo Ohnaka (2)
1407,Gladiator I-class Star Destroyer (56),Projection Experts (6)
1408,CR90 Corvette A (44),Jaina's Light (5)
1408,CR90 Corvette A (44),Hondo Ohnaka (2)
1408,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
1409,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
1410,Turbolaser Reroute Circuits (7),Turbolaser Reroute Circuits (7)
1411,Toryn Farr (7),Slicer Tools (7)
1412,Assault Frigate Mark II B (72),Raymus Antilles (7)
1412,Assault Frigate Mark II B (72),Flight Controllers (6)
1412,Assault Frigate Mark II B (72),Boosted Comms (4)
1412,Assault Frigate Mark II B (72),Electronic Countermeasures (7)
1412,Assault Frigate Mark II B (72),Linked Turbolaser Towers (7)
1413,CR90 Corvette A (44),Jaina's Light (5)
1413,CR90 Corvette A (44),Ezra Bridger (3)
1413,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
1414,Foresight (10),Intel Officer (7)
1414,Foresight (10),Ordnance Experts (4)
1414,Foresight (10),Assault Proton Torpedoes (4)
1414,Foresight (10),XI7 Turbolasers (6)
1414,Foresight (10),GR-75 Medium Transports (18)
1414,Foresight (10),Bright Hope (2)
1415,Toryn Farr (7),Boosted Comms (4)
1415,Toryn Farr (7),Bomber Command Center (8)
1416,Starhawk-class Battleship Mark I (140),Amity (6)
1416,Starhawk-class Battleship Mark I (140),Lando Calrissian (4)
1416,Starhawk-class Battleship Mark I (140),Major Derlin (7)
1416,Starhawk-class Battleship Mark I (140),Local Fire Control (4)
1416,Starhawk-class Battleship Mark I (140),Hardened Bulkheads (5)
1416,Starhawk-class Battleship Mark I (140),Point Defense Ion Cannons (6)
1416,Starhawk-class Battleship Mark I (140),Linked Turbolaser Towers (7)
1417,MC80 Star Cruiser (96),Mon Karren (6)
1417,MC80 Star Cruiser (96),Intel Officer (7)
1417,MC80 Star Cruiser (96),Weapons Battery Techs (4)
1417,MC80 Star Cruiser (96),Engine Techs (8)
1417,MC80 Star Cruiser (96),Heavy Ion Emplacements (9)
1417,MC80 Star Cruiser (96),Quad Battery Turrets (5)
1417,MC80 Star Cruiser (96),Linked Turbolaser Towers (7)
1417,MC80 Star Cruiser (96),GR-75 Medium Transports (18)
1418,Leia Organa (3),Comms Net (2)
1418,Leia Organa (3),GR-75 Medium Transports (18)
1418,Leia Organa (3),Hondo Ohnaka (2)
1419,Starhawk-class Battleship Mark II (150),Unity (10)
1419,Starhawk-class Battleship Mark II (150),Major Derlin (7)
1419,Starhawk-class Battleship Mark II (150),Walex Blissex (5)
1419,Starhawk-class Battleship Mark II (150),Local Fire Control (4)
1419,Starhawk-class Battleship Mark II (150),Point Defense Ion Cannons (6)
1419,Starhawk-class Battleship Mark II (150),Linked Turbolaser Towers (7)
1420,GR-75 Medium Transports (18),Adar Tallon (10)
1420,GR-75 Medium Transports (18),Boosted Comms (4)
1420,GR-75 Medium Transports (18),GR-75 Medium Transports (18)
1421,Toryn Farr (7),Comms Net (2)
1422,Interdictor Suppression Refit (90),Captain Brunson (9)
1422,Interdictor Suppression Refit (90),Disposable Capacitors (3)
1422,Interdictor Suppression Refit (90),Point Defense Ion Cannons (6)
1422,Interdictor Suppression Refit (90),Grav Shift Reroute (2)
1422,Interdictor Suppression Refit (90),Targeting Scrambler (5)
1423,Gladiator II-class Star Destroyer (62),Demolisher (10)
1423,Gladiator II-class Star Destroyer (62),Agent Kallus (3)
1423,Gladiator II-class Star Destroyer (62),Ruthless Strategists (4)
1423,Gladiator II-class Star Destroyer (62),External Racks (4)
1424,Comms Net (2),Comms Net (2)
1425,Assault Frigate Mark II B (72),Skilled First Officer (1)
1425,Assault Frigate Mark II B (72),Caitken and Shollan (6)
1425,Assault Frigate Mark II B (72),Boosted Comms (4)
1425,Assault Frigate Mark II B (72),Electronic Countermeasures (7)
1425,Assault Frigate Mark II B (72),Enhanced Armament (10)
1426,CR90 Corvette A (44),Jaina's Light (5)
1426,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
1427,Task Force Organa (1),External Racks (4)
1427,Task Force Organa (1),Task Force Organa (1)
1428,External Racks (4),GR-75 Medium Transports (18)
1428,External Racks (4),Bright Hope (2)
1429,Pelta-class Transport Frigate (45),Expert Shield Tech (5)
1429,Pelta-class Transport Frigate (45),Projection Experts (6)
1429,Pelta-class Transport Frigate (45),Parts Resupply (3)
1429,Pelta-class Transport Frigate (45),Reactive Gunnery (4)
1430,Pelta-class Transport Frigate (45),Expert Shield Tech (5)
1430,Pelta-class Transport Frigate (45),Projection Experts (6)
1430,Pelta-class Transport Frigate (45),Parts Resupply (3)
1430,Pelta-class Transport Frigate (45),Reactive Gunnery (4)
1431,Expert Shield Tech (5),Engine Techs (8)
1431,Expert Shield Tech (5),Slicer Tools (7)
1431,Expert Shield Tech (5),Expert Shield Tech (5)
1432,Engine Techs (8),Slicer Tools (7)
1432,Engine Techs (8),Tranquility (7)
1433,Clone Captain Silver (4),Flak Guns (3)
1433,Clone Captain Silver (4),Ordnance Experts (4)
1433,Clone Captain Silver (4),Ordnance Pods (3)
1433,Clone Captain Silver (4),Intensify Firepower! (6)
1434,Quasar Fire I-class Cruiser-Carrier (54),Squall (7)
1434,Quasar Fire I-class Cruiser-Carrier (54),Taskmaster Grint (5)
1434,Quasar Fire I-class Cruiser-Carrier (54),Flight Controllers (6)
1434,Quasar Fire I-class Cruiser-Carrier (54),Expanded Hangar Bay (5)
1434,Quasar Fire I-class Cruiser-Carrier (54),Boosted Comms (4)
1435,Onager-class Testbed (116),Emperor Palpatine (3)
1435,Onager-class Testbed (116),Ordnance Experts (4)
1435,Onager-class Testbed (116),Engine Techs (8)
1435,Onager-class Testbed (116),Orbital Bombardment Particle Cannons (5)
1436,Munificent-class Star Frigate (73),Tide of Progress XII (2)
1436,Munificent-class Star Frigate (73),Rune Haako (4)
1436,Munificent-class Star Frigate (73),Medical Team (1)
1436,Munificent-class Star Frigate (73),Thermal Shields (5)
1436,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
1436,Munificent-class Star Frigate (73),Linked Turbolaser Towers (7)
1437,Munificent-class Star Frigate (73),Thermal Shields (5)
1437,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
1437,Munificent-class Star Frigate (73),Linked Turbolaser Towers (7)
1438,Thermal Shields (5),Point Defense Ion Cannons (6)
1438,Thermal Shields (5),Linked Turbolaser Towers (7)
1438,Thermal Shields (5),Tikkes (2)
1439,MC30c Torpedo Frigate (63),Foresight (10)
1439,MC30c Torpedo Frigate (63),Expert Shield Tech (5)
1439,MC30c Torpedo Frigate (63),Ordnance Experts (4)
1439,MC30c Torpedo Frigate (63),Electronic Countermeasures (7)
1439,MC30c Torpedo Frigate (63),External Racks (4)
1439,MC30c Torpedo Frigate (63),H9 Turbolasers (8)
1440,MC30c Torpedo Frigate (63),Admonition (10)
1440,MC30c Torpedo Frigate (63),Lando Calrissian (4)
1440,MC30c Torpedo Frigate (63),Ordnance Experts (4)
1440,MC30c Torpedo Frigate (63),Advanced Projectors (6)
1440,MC30c Torpedo Frigate (63),External Racks (4)
1440,MC30c Torpedo Frigate (63),H9 Turbolasers (8)
1440,MC30c Torpedo Frigate (63),GR-75 Medium Transports (18)
1441,Bright Hope (2),Toryn Farr (7)
1441,Bright Hope (2),Comms Net (2)
1441,Bright Hope (2),GR-75 Medium Transports (18)
1441,Bright Hope (2),Adar Tallon (10)
1442,Starhawk-class Battleship Mark I (140),Concord (12)
1442,Starhawk-class Battleship Mark I (140),Lando Calrissian (4)
1442,Starhawk-class Battleship Mark I (140),Major Derlin (7)
1442,Starhawk-class Battleship Mark I (140),Weapons Battery Techs (4)
1442,Starhawk-class Battleship Mark I (140),Heavy Ion Emplacements (9)
1442,Starhawk-class Battleship Mark I (140),Quad Battery Turrets (5)
1442,Starhawk-class Battleship Mark I (140),Magnite Crystal Tractor Beam Array (10)
1443,MC80 Assault Cruiser (110),Home One (5)
1443,MC80 Assault Cruiser (110),Expert Shield Tech (5)
1443,MC80 Assault Cruiser (110),Projection Experts (6)
1443,MC80 Assault Cruiser (110),Electronic Countermeasures (7)
1443,MC80 Assault Cruiser (110),Reinforced Blast Doors (5)
1443,MC80 Assault Cruiser (110),Point Defense Ion Cannons (6)
1443,MC80 Assault Cruiser (110),Linked Turbolaser Towers (7)
1443,MC80 Assault Cruiser (110),GR-75 Medium Transports (18)
1444,Ahsoka Tano (2),Comms Net (2)
1445,MC80 Star Cruiser (96),Mon Karren (6)
1445,MC80 Star Cruiser (96),Walex Blissex (5)
1445,MC80 Star Cruiser (96),Weapons Battery Techs (4)
1445,MC80 Star Cruiser (96),Engine Techs (8)
1445,MC80 Star Cruiser (96),Heavy Ion Emplacements (9)
1445,MC80 Star Cruiser (96),Linked Turbolaser Towers (7)
1445,MC80 Star Cruiser (96),H9 Turbolasers (8)
1446,CR90 Corvette A (44),Jaina's Light (5)
1446,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
1447,Turbolaser Reroute Circuits (7),GR-75 Medium Transports (18)
1447,Turbolaser Reroute Circuits (7),Leia Organa (3)
1448,Raider II-class Corvette (48),Admiral Ozzel (20)
1448,Raider II-class Corvette (48),Corvus (2)
1448,Raider II-class Corvette (48),Iden Versio (6)
1448,Raider II-class Corvette (48),Weapons Battery Techs (4)
1448,Raider II-class Corvette (48),Disposable Capacitors (3)
1448,Raider II-class Corvette (48),Heavy Ion Emplacements (9)
1449,Gladiator I-class Star Destroyer (56),Demolisher (10)
1449,Gladiator I-class Star Destroyer (56),Emperor Palpatine (3)
1449,Gladiator I-class Star Destroyer (56),Fighter Coordination Team (3)
1449,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
1449,Gladiator I-class Star Destroyer (56),External Racks (4)
1450,Captain Needa (2),Turbolaser Reroute Circuits (7)
1451,MC30c Torpedo Frigate (63),Foresight (10)
1451,MC30c Torpedo Frigate (63),Expert Shield Tech (5)
1451,MC30c Torpedo Frigate (63),Ordnance Experts (4)
1451,MC30c Torpedo Frigate (63),External Racks (4)
1451,MC30c Torpedo Frigate (63),H9 Turbolasers (8)
1452,CR90 Corvette B (39),Jaina's Light (5)
1452,CR90 Corvette B (39),Ion Cannon Batteries (5)
1453,Dodonna's Pride (4),Ezra Bridger (3)
1453,Dodonna's Pride (4),GR-75 Medium Transports (18)
1453,Dodonna's Pride (4),Adar Tallon (10)
1454,Boosted Comms (4),GR-75 Medium Transports (18)
1454,Boosted Comms (4),Toryn Farr (7)
1455,Imperial II-class Star Destroyer (120),Admiral Ozzel (20)
1455,Imperial II-class Star Destroyer (120),Chimaera (4)
1455,Imperial II-class Star Destroyer (120),Captain Needa (2)
1455,Imperial II-class Star Destroyer (120),Darth Vader (3)
1455,Imperial II-class Star Destroyer (120),Electronic Countermeasures (7)
1455,Imperial II-class Star Destroyer (120),Leading Shots (5)
1455,Imperial II-class Star Destroyer (120),Entrapment Formation! (5)
1456,Onager-class Star Destroyer (120),Sunder (10)
1456,Onager-class Star Destroyer (120),Intel Officer (7)
1456,Onager-class Star Destroyer (120),Veteran Gunners (5)
1456,Onager-class Star Destroyer (120),Sensor Team (5)
1456,Onager-class Star Destroyer (120),Linked Turbolaser Towers (7)
1456,Onager-class Star Destroyer (120),Orbital Bombardment Particle Cannons (5)
1457,Onager-class Testbed (116),Cataclysm (5)
1457,Onager-class Testbed (116),Admiral Ozzel (2)
1457,Onager-class Testbed (116),Gunnery Chief Varnillian (6)
1457,Onager-class Testbed (116),Veteran Gunners (5)
1457,Onager-class Testbed (116),Orbital Bombardment Particle Cannons (5)
1458,Gladiator I-class Star Destroyer (56),Demolisher (10)
1458,Gladiator I-class Star Destroyer (56),Intel Officer (7)
1458,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
1458,Gladiator I-class Star Destroyer (56),Engine Techs (8)
1458,Gladiator I-class Star Destroyer (56),Assault Proton Torpedoes (4)
1459,Hondo Ohnaka - Slave I (24),Suppressor (4)
1460,CR90 Corvette A (44),Jaina's Light (5)
1460,CR90 Corvette A (44),Linked Turbolaser Towers (7)
1461,MC30c Scout Frigate (69),Foresight (10)
1461,MC30c Scout Frigate (69),Intel Officer (7)
1461,MC30c Scout Frigate (69),Ordnance Experts (4)
1461,MC30c Scout Frigate (69),External Racks (4)
1461,MC30c Scout Frigate (69),Linked Turbolaser Towers (7)
1462,Admonition (10),Intel Officer (7)
1462,Admonition (10),Ordnance Experts (4)
1462,Admonition (10),External Racks (4)
1462,Admonition (10),Linked Turbolaser Towers (7)
1462,Admonition (10),GR-75 Medium Transports (18)
1462,Admonition (10),Munitions Resupply (3)
1463,Acclamator II-class Assault Ship (71),Implacable (4)
1463,Acclamator II-class Assault Ship (71),Clone Captain Silver (4)
1463,Acclamator II-class Assault Ship (71),Flight Controllers (6)
1463,Acclamator II-class Assault Ship (71),Thermal Shields (5)
1463,Acclamator II-class Assault Ship (71),External Racks (4)
1463,Acclamator II-class Assault Ship (71),Linked Turbolaser Towers (7)
1464,Pelta-class Medical Frigate (49),TB-73 (5)
1464,Pelta-class Medical Frigate (49),Clone Navigation Officer (4)
1464,Pelta-class Medical Frigate (49),Boosted Comms (4)
1464,Pelta-class Medical Frigate (49),Fighter Coordination Team (3)
1464,Pelta-class Medical Frigate (49),Bomber Command Center (8)
1465,Hondo Ohnaka - Slave I (24),Boosted Comms (4)
1465,Hondo Ohnaka - Slave I (24),Projection Experts (6)
1465,Hondo Ohnaka - Slave I (24),Parts Resupply (3)
1466,Venator II-class Star Destroyer (100),Tranquility (7)
1466,Venator II-class Star Destroyer (100),Ahsoka Tano (6)
1466,Venator II-class Star Destroyer (100),Flight Controllers (6)
1466,Venator II-class Star Destroyer (100),Flag Bridge (0)
1466,Venator II-class Star Destroyer (100),Thermal Shields (5)
1466,Venator II-class Star Destroyer (100),Ordnance Pods (3)
1466,Venator II-class Star Destroyer (100),Linked Turbolaser Towers (7)
1466,Venator II-class Star Destroyer (100),Mercy Mission (5)
1467,Pelta-class Medical Frigate (49),Hondo Ohnaka (2)
1467,Pelta-class Medical Frigate (49),Medical Team (1)
1467,Pelta-class Medical Frigate (49),Boosted Comms (4)
1467,Pelta-class Medical Frigate (49),Bomber Command Center (8)
1468,Radiant VII (1),Clone Captain Silver (4)
1468,Radiant VII (1),Comms Net (2)
1469,Imperial II-class Star Destroyer (120),Sovereign (4)
1469,Imperial II-class Star Destroyer (120),Agent Kallus (3)
1469,Imperial II-class Star Destroyer (120),Gunnery Team (7)
1469,Imperial II-class Star Destroyer (120),Electronic Countermeasures (7)
1469,Imperial II-class Star Destroyer (120),Point Defense Ion Cannons (6)
1469,Imperial II-class Star Destroyer (120),Quad Laser Turrets (5)
1469,Imperial II-class Star Destroyer (120),Heavy Fire Zone (2)
